Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,PSP,2010,Role-Playing,Gust,0,0,0.03,0,0.03,,,,,,
Lux-Pain (JP sales),DS,2008,Adventure,Rising Star Games,0,0,0.03,0,0.03,,,,,,
Smashing Drive,GBA,2004,Racing,Zoo Digital Publishing,0.02,0.01,0,0,0.03,,,tbd,,Raylight Studios,E
Away: Shuffle Dungeon,DS,2008,Role-Playing,Majesco Entertainment,0.02,0,0,0,0.03,65,17,tbd,,"Mistwalker, Artoon",E10+
Who Wants to be a Millionaire: 1st Edition,DS,2007,Misc,Ubisoft,0,0.03,0,0,0.03,,,,,,
Big Mountain 2000,N64,1998,Sports,Imagineer,0.02,0.01,0,0,0.03,,,tbd,,Imagineer,E
Starshot: Space Circus Fever,N64,1998,Platform,Infogrames,0.02,0.01,0,0,0.03,,,,,,
Charlie Blasts Territory,N64,1999,Action,Kemco,0.02,0.01,0,0,0.03,,,,,,
Senko no Ronde DUO,X360,2010,Fighting,G.Rev,0,0,0.03,0,0.03,,,,,,
CIMA: The Enemy,GBA,2003,Role-Playing,Marvelous Interactive,0.02,0.01,0,0,0.03,70,11,tbd,,Neverland,E
Tokimeki Memorial Girl's Side 1st Love Plus,DS,2009,Adventure,Konami Digital Entertainment,0,0,0.03,0,0.03,,,,,,
The Inner World,PC,2013,Adventure,Headup Games,0,0.03,0,0,0.03,72,18,8.1,48,Headup Games,
Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,2010,Fighting,Marvelous Interactive,0,0,0.03,0,0.03,,,,,,
Code Geass: Hangyaku no Lelouch,DS,2007,Action,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,
Knights of Honor,PC,2004,Strategy,Sunflowers,0,0.02,0,0.01,0.03,77,26,9.1,88,Black Sea Studios,E10+
Hudson x GReeeeN Live!? DeeeeS!?,DS,2010,Misc,Hudson Soft,0,0,0.03,0,0.03,,,,,,
Marble Madness / Klax,GBA,2005,Puzzle,Zoo Digital Publishing,0.02,0.01,0,0,0.03,,,tbd,,Frame Studios Interactive,E
Downstream Panic!,PSP,2008,Action,Atari,0.03,0,0,0,0.03,,,,,,
Suzumiya Haruhi no Chokuretsu,DS,2009,Adventure,Sega,0,0,0.03,0,0.03,,,,,,
DJ Max Portable 3,PSP,2010,Misc,CyberFront,0.01,0,0.02,0,0.03,,,4.6,9,"PM Studios Inc., Pentavision Entertainment",E10+
Boot Camp Academy,Wii,2010,Action,Zoo Games,0.03,0,0,0,0.03,,,tbd,,Ubisoft,E10+
The Idolmaster: Gravure For You! Vol. 5,PS3,2012,Misc,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,
S.Y.K Renshouden,PS2,2010,Adventure,Idea Factory,0,0,0.03,0,0.03,,,,,,
Empire Earth II,PC,2005,Strategy,Vivendi Games,0,0.03,0,0,0.03,79,39,7.1,89,Mad Doc Software,T
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP,2011,Adventure,Idea Factory,0,0,0.03,0,0.03,,,,,,
Montessori Music,DS,2008,Misc,Oxygen Interactive,0.01,0.02,0,0,0.03,,,tbd,,Will,E
Nectaris: Military Madness,PS,1998,Strategy,Hudson Soft,0.02,0.01,0,0,0.03,,,,,,
Galaxy Angel II: Mugen Kairou no Kagi,PS2,2007,Strategy,Broccoli,0,0,0.03,0,0.03,,,,,,
D.C.I.F.: Da Capo Innocent Finale,PS2,2009,Adventure,Sweets,0,0,0.03,0,0.03,,,,,,
Pet Alien: An Intergalactic Puzzlepalooza,DS,2007,Action,Game Factory,0.03,0,0,0,0.03,58,16,tbd,,Shin'en,E
BRAHMA Force: The Assault on Beltlogger 9,PS,1996,Shooter,JVC,0.02,0.01,0,0,0.03,,,,,,
Tenka-bito,PS2,2006,Strategy,Sega,0,0,0.03,0,0.03,,,,,,
Hot Pixel,PSP,2007,Puzzle,Atari,0.03,0,0,0,0.03,55,35,6.5,6,zSlide,T
Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,2009,Action,Takara Tomy,0,0,0.03,0,0.03,,,,,,
Story Hour: Adventures,Wii,2008,Adventure,Zoo Digital Publishing,0.03,0,0,0,0.03,,,,,,
Samurai Spirits: Tenkaichi Kenkakuden,PS2,N/A,Fighting,Unknown,0,0,0.03,0,0.03,,,,,,
Robo Pit,PS,1995,Fighting,Kokopeli Digital Studios,0.02,0.01,0,0,0.03,,,,,,
Muv-Luv Alternative: Total Eclipse,PS3,2013,Simulation,5pb,0,0,0.03,0,0.03,,,,,,
Who Wants to be a Millionaire: 1st Edition,Wii,2007,Misc,Ubisoft,0,0.03,0,0,0.03,,,,,,
Codename: Panzers Cold War,PC,2009,Strategy,Atari,0,0.02,0,0,0.03,,,,,,
R-Type III: The Third Lightning,GBA,2004,Shooter,Zoo Digital Publishing,0.02,0.01,0,0,0.03,,,,,,
Star Wars: The Force Unleashed II,PC,2010,Action,LucasArts,0.03,0,0,0,0.03,,,,,,
Heathcliff! The Fast and the Furriest,Wii,2010,Racing,Storm City Games,0.03,0,0,0,0.03,,,,,,
Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,3DS,2016,Action,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,
Blokus Portable: Steambot Championship,PSP,2006,Puzzle,Majesco Entertainment,0.03,0,0,0,0.03,,,,,,
Hakuouki,PS2,2008,Adventure,Idea Factory,0,0,0.03,0,0.03,,,,,,
Atomic Betty,GBA,2005,Puzzle,Atari,0.02,0.01,0,0,0.03,,,,,,
"Princess Natasha: Student, Secret Agent, Princess",DS,2006,Action,Zoo Digital Publishing,0.03,0,0,0,0.03,,,,,,
Robin Hood: Defender of the Crown,XB,2003,Strategy,Capcom,0.02,0.01,0,0,0.03,,,,,,
Monster Hunter Frontier Online: Season 10,X360,2011,Role-Playing,Capcom,0,0,0.03,0,0.03,,,,,,
Master of Monsters: Disciples of Gaia,PS,1997,Strategy,Agetec,0.02,0.01,0,0,0.03,,,,,,
Street Jam Basketball,GBA,2004,Sports,Zoo Digital Publishing,0.02,0.01,0,0,0.03,,,,,,
Armored Core: Last Raven Portable,PSP,2010,Simulation,From Software,0,0,0.03,0,0.03,,,,,,
SD Gundam: Gashapon Wars,Wii,2010,Strategy,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,
Curious George,XB,2006,Action,Namco Bandai Games,0.02,0.01,0,0,0.03,57,11,tbd,,Monkey Bar Games,E
Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,PSV,2015,Role-Playing,Compile Heart,0,0,0.03,0,0.03,,,,,,
Disney's Aladdin,GBA,2003,Platform,Capcom,0.02,0.01,0,0,0.03,59,17,tbd,,Disney Interactive,E
Virtual Pool: Tournament Edition,XB,2005,Sports,Global Star,0.02,0.01,0,0,0.03,62,6,tbd,,Celeris,E
Ao no Kanata no Four Rhythm,PSV,2016,Adventure,Unknown,0,0,0.03,0,0.03,,,,,,
SimCity,PC,1988,Simulation,Maxis,0,0.02,0,0.01,0.03,64,75,2.2,4572,Maxis,E10+
Nippon no Asoko de,PSP,2008,Misc,Sony Computer Entertainment,0,0,0.03,0,0.03,,,,,,
Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,2015,Action,Sega,0,0,0.03,0,0.03,,,,,,
MapleStory DS,DS,2010,Role-Playing,Nexon,0,0,0.03,0,0.03,,,,,,
Doom,PC,1992,Shooter,id Software,0.02,0,0,0,0.03,85,44,8.2,1766,id Software,M
Doom 3 BFG Edition,PC,2012,Shooter,Bethesda Softworks,0,0.02,0,0,0.03,59,12,5.3,210,id Software,M
Pimp My Ride: Street Racing,DS,2009,Racing,Activision,0.03,0,0,0,0.03,,,tbd,,Virtuos,E
Culdcept,PS2,2002,Strategy,Sega,0.01,0.01,0,0,0.03,78,26,8.9,9,NEC Interchannel,T
Popeye: Rush for Spinach,GBA,2005,Platform,Atari,0.02,0.01,0,0,0.03,48,9,4.2,5,Magic Pockets,E
BeatMania IIDX 15: DJ Troopers,PS2,2008,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03,,,,,,
Harry Potter and the Half-Blood Prince,PC,2009,Action,Electronic Arts,0,0.03,0,0,0.03,64,14,6.1,35,EA Bright Light,E10+
Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,PSP,2011,Misc,Unknown,0,0,0.03,0,0.03,,,,,,
Planet of the Apes,GBA,2001,Action,Ubisoft,0.02,0.01,0,0,0.03,,,,,,
Doodle Hex,DS,2008,Puzzle,Pinnacle,0,0.03,0,0,0.03,,,,,,
Higurashi no Naku Koro ni Iki,PSV,2015,Action,Kaga Create,0,0,0.03,0,0.03,,,,,,
Drake & Josh: Talent Showdown,DS,2007,Adventure,THQ,0.03,0,0,0,0.03,,,,,,
Real World Golf,XB,2006,Sports,Mad Catz,0.02,0.01,0,0,0.03,,,,,,
Oumagatoki: Kaidan Romance,PSP,2012,Action,Quinrose,0,0,0.03,0,0.03,,,,,,
Bladestorm: Nightmare,PS3,2015,Action,Tecmo Koei,0,0,0.03,0,0.03,,,,,,
Mahjong Kakutou Club: Zenkoku Taisenban,PS3,2006,Misc,Konami Digital Entertainment,0,0,0.03,0,0.03,,,,,,
Hayate no Gotoku! Nightmare Paradise,PSP,2009,Adventure,Konami Digital Entertainment,0,0,0.03,0,0.03,,,,,,
NBA 08,PSP,2007,Sports,Sony Computer Entertainment,0.03,0,0,0,0.03,75,18,7.5,8,SCEA,E
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,2016,Role-Playing,Rocket Company,0,0,0.03,0,0.03,,,,,,
Lords of the Fallen,PC,2014,Role-Playing,Square Enix,0,0.03,0,0,0.03,73,36,6.9,582,"City Interactive, Deck 13",M
Let's Sing 2016,PS4,2015,Action,FuRyu Corporation,0.02,0,0,0.01,0.03,,,tbd,,Voxler,T
Sins of a Solar Empire,PC,2008,Strategy,Pinnacle,0,0.02,0,0,0.03,87,52,8.2,275,Ironclad Games,T
GTR Evolution,PC,2008,Racing,Atari,0,0.02,0,0,0.03,83,19,8.2,63,SimBin,E
Nanashi no Game Me,DS,2009,Action,Square Enix,0,0,0.03,0,0.03,,,,,,
Resident Evil 4,PC,2007,Action,Ubisoft,0,0.02,0,0,0.03,76,15,7.4,242,Capcom,M
F1 2016 (Codemasters),PC,2016,Racing,Codemasters,0,0.03,0,0,0.03,,,,,,
3DS Classic Collection,3DS,2016,Misc,Sega,0.03,0,0,0,0.03,,,,,,
HappinessCharge PreCure! Kawarun Collection,3DS,2014,Misc,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,
NBA 2K13,PC,2012,Sports,Take-Two Interactive,0,0.02,0,0,0.03,90,5,6.7,129,Visual Concepts,E
The Wolf Among Us,X360,2011,Adventure,Telltale Games,0.01,0.02,0,0,0.03,83,5,7.7,87,,
OZMAFIA!! -vivace-,PSV,2015,Adventure,dramatic create,0,0,0.03,0,0.03,,,,,,
DICE: DNA Integrated Cybernetic Enterprises,PS2,2005,Shooter,Namco Bandai Games,0.01,0.01,0,0,0.03,48,15,tbd,,Natsume,E10+
007: Quantum of Solace,PC,2008,Action,Activision,0.01,0.01,0,0,0.03,70,18,6.3,55,Treyarch,T
Megpoid the Music#,PSP,2013,Misc,Asgard,0,0,0.03,0,0.03,,,,,,
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,DS,2007,Action,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,
Wallace & Gromit in Project Zoo,XB,2003,Platform,BAM! Entertainment,0.02,0.01,0,0,0.03,,,,,,
Game of Thrones (Telltale),X360,2015,Adventure,Telltale Games,0.02,0,0,0,0.03,,,,,,
Grid Runner,PS,1996,Action,Virgin Interactive,0.02,0.01,0,0,0.03,,,,,,
Metal Dungeon,XB,2002,Role-Playing,Xicat Interactive,0.02,0.01,0,0,0.03,44,14,7.2,5,Panther Software,T
Romance of the Three Kingdoms II,3DS,2015,Strategy,Tecmo Koei,0,0,0.03,0,0.03,,,,,,
Playmobil Top Agents,DS,2010,Action,JoWood Productions,0,0.03,0,0,0.03,,,,,Dreamcatcher,E10+
Saihai no Yukue,DS,2008,Strategy,Tecmo Koei,0,0,0.03,0,0.03,,,,,,
Drome Racers,GC,2003,Racing,Electronic Arts,0.02,0.01,0,0,0.03,,,,,,
New Tokyo Legacy: Operation Babel,PSV,2015,Role-Playing,5pb,0,0,0.03,0,0.03,,,,,,
Guitar Freaks V & DrumMania V,PS2,2006,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03,,,,,,
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,DS,2009,Adventure,Level 5,0,0,0.03,0,0.03,,,,,,
Triple Pack: Xbox Live Arcade Compilation,X360,2011,Misc,Microsoft Game Studios,0.03,0,0,0,0.03,,,,,,
Gekido Advance: Kintaro's Revenge,GBA,2002,Action,Zoo Digital Publishing,0.02,0.01,0,0,0.03,,,,,,
Boulder Dash: Rocks!,DS,2007,Puzzle,10TACLE Studios,0,0.03,0,0,0.03,,,,,,
Royal Palace of White Sword and The City of Gentiles,PC,2009,Role-Playing,Take-Two Interactive,0,0.02,0,0,0.03,,,,,,
World of Zoo,PC,2009,Simulation,THQ,0,0.02,0,0.01,0.03,,,,,,
Dream Pinball 3D,DS,2008,Misc,SouthPeak Games,0.03,0,0,0,0.03,,,,,,
Future Tactics: The Uprising,XB,2004,Strategy,JoWood Productions,0.02,0.01,0,0,0.03,,,,,,
Power Poke Dash,GBA,2006,Sports,Konami Digital Entertainment,0,0,0.03,0,0.03,,,,,,
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,DS,2009,Misc,D3Publisher,0,0,0.03,0,0.03,,,,,,
Detective Opera: Milky Holmes 2,PSP,2012,Adventure,BushiRoad,0,0,0.03,0,0.03,,,,,,
Blaze Union: Story to Reach the Future,PSP,2010,Role-Playing,Sting,0,0,0.03,0,0.03,,,,,,
World of Tanks,X360,N/A,Shooter,N/A,0,0.03,0,0,0.03,,,,,,
Nisekoi: Yomeiri!?,PSV,2014,Adventure,Konami Digital Entertainment,0,0,0.03,0,0.03,,,,,,
Winter Sports 3: The Great Tournament,PS3,2010,Sports,Tradewest,0,0.02,0,0.01,0.03,,,,,,
Commander: Conquest of the Americas,PC,2010,Strategy,Paradox Interactive,0,0.02,0,0,0.03,,,,,,
Race Driver 2006,PSP,2006,Racing,Codemasters,0.03,0,0,0,0.03,,,,,,
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,DS,2010,Adventure,Alchemist,0,0,0.03,0,0.03,,,,,,
Darius Burst: Chronicle Saviours,PSV,2016,Action,Kadokawa Games,0,0,0.03,0,0.03,,,,,,
Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003,Action,THQ,0.02,0.01,0,0,0.03,,,,,,
Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PS3,2011,Misc,Unknown,0,0,0.03,0,0.03,,,,,,
Tokyo Xanadu eX+,PS4,2016,Role-Playing,Nihon Falcom Corporation,0,0,0.03,0,0.03,,,,,,
The Golf Club,XOne,2014,Sports,Unknown,0.03,0,0,0,0.03,,,,,,
Battlefield 1942: The WW II Anthology,PC,2004,Shooter,Electronic Arts,0.01,0.01,0,0,0.03,,,,,,
Roadsters,PS,2000,Racing,Titus,0.02,0.01,0,0,0.03,,,tbd,,,
Merv Griffin's Crosswords,DS,2008,Puzzle,ValuSoft,0.03,0,0,0,0.03,,,,,,
DeathSmiles II,X360,2010,Shooter,Cave,0,0,0.03,0,0.03,,,,,,
The Great Mystery Hidden Object Package 5,PC,2015,Adventure,Rondomedia,0,0.03,0,0,0.03,,,,,,
Calcio Bit,GBA,2006,Sports,Nintendo,0,0,0.03,0,0.03,,,,,,
Parfait,PSV,2015,Adventure,TGL,0,0,0.03,0,0.03,,,,,,
Whiteout,XB,2002,Racing,Konami Digital Entertainment,0.02,0.01,0,0,0.03,58,4,tbd,,Konami,T
Galaxy Angel II: Zettairyouiki no Tobira,PS2,2006,Strategy,Broccoli,0,0,0.03,0,0.03,,,,,,
Hyakumanton no Bara Bara,PSP,2010,Strategy,Sony Computer Entertainment,0,0,0.03,0,0.03,,,,,,
Hajime no Ippo: The Fighting,GBA,2002,Fighting,ESP,0,0,0.03,0,0.03,,,,,,
Kung Fu Panda: Legendary Warriors,DS,2008,Action,Activision,0.02,0,0,0,0.03,73,7,tbd,,Artificial Mind and Movement,E10+
Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PSP,2010,Adventure,Idea Factory,0,0,0.03,0,0.03,,,,,,
Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005,Role-Playing,Idea Factory,0.03,0,0,0,0.03,47,27,8.2,12,"Neverland, Idea Factory",T
Syberia II,XB,2004,Adventure,Ubisoft,0.02,0.01,0,0,0.03,71,7,8.7,6,Microids,T
Motor Trend presents Lotus Challenge,XB,2003,Racing,Xicat Interactive,0.02,0.01,0,0,0.03,61,9,tbd,,Kuju Entertainment,E
Bleach DS 4th: Flame Bringer,DS,2009,Action,Sega,0,0,0.03,0,0.03,,,,,,
King Arthur II,PC,2011,Strategy,Paradox Interactive,0,0.03,0,0,0.03,,,,,,
Pacific Liberator,Wii,2009,Action,Zoo Games,0.03,0,0,0,0.03,,,tbd,,Team6 Game Studios,T
Braid,PC,2009,Platform,Number None,0,0.02,0,0,0.03,90,11,8.6,818,"Number None Inc., Knockout Games",E10+
Syberia,PC,2002,Action,Microids,0,0.02,0,0,0.03,82,26,8.5,235,Microids,T
Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,DS,2009,Adventure,Level 5,0,0,0.03,0,0.03,,,,,,
The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,2010,Fighting,SNK Playmore,0,0,0.03,0,0.03,,,,,,
Puzzle Challenge: Crosswords and More!,Wii,2009,Puzzle,Crave Entertainment,0.03,0,0,0,0.03,,,,,,
Nisenochigiri: Omoide no Saki e,PSP,2011,Adventure,Idea Factory,0,0,0.03,0,0.03,,,,,,
Turn It Around,DS,2006,Action,505 Games,0.03,0,0,0,0.03,39,11,4.5,4,"Taito Corporation, 505 Games",E
Hyperdimension Neptunia Re;Birth 2,PSV,2014,Action,Idea Factory International,0.01,0.01,0,0.01,0.03,,,,,,
Girls Only,DS,2010,Simulation,Foreign Media Games,0.03,0,0,0,0.03,,,,,,
Jack Keane,PC,2008,Adventure,Kalypso Media,0,0.02,0,0,0.03,69,25,7,21,Legacy Interactive,T
Monsters vs. Aliens,PC,2009,Action,Activision,0.01,0.01,0,0,0.03,63,8,6.2,5,Beenox,E10+
In Cold Blood,PS,2000,Adventure,Sony Computer Entertainment,0.02,0.01,0,0,0.03,,,,,,
Fireblade,GC,2002,Action,Midway Games,0.02,0.01,0,0,0.03,,,tbd,,Kuju Entertainment,T
Batman: A Telltale Game Series,PS3,2016,Adventure,Telltale Games,0.01,0.02,0,0,0.03,,,,,,
Kamigami no Asobi,PSP,2013,Adventure,Broccoli,0,0,0.03,0,0.03,,,,,,
Kong: King of Atlantis,GBA,2005,Action,THQ,0.02,0.01,0,0,0.03,,,tbd,,SkyRiver Studios,E
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS,2005,Action,Konami Digital Entertainment,0,0,0.03,0,0.03,,,,,,
Wrestle Angels: Survivor 2,PS2,2008,Fighting,Tryfirst,0,0,0.03,0,0.03,,,,,,
Onechanbara Z Kagura,X360,2012,Action,D3Publisher,0,0,0.03,0,0.03,,,,,,
Looney Tunes: Galactic Sports,PSV,2015,Action,Sony Computer Entertainment,0,0.02,0,0.01,0.03,,,tbd,,Virtual Toys,
LEGO Legends of Chima: Laval's Journey,DS,2013,Adventure,Unknown,0,0.03,0,0,0.03,,,tbd,,TT Games,E10+
Gudetama: Hanjuku de Tanomuwa,3DS,2015,Action,Rocket Company,0,0,0.03,0,0.03,,,,,,
Ride,PC,2015,Racing,Milestone S.r.l.,0,0.03,0,0,0.03,68,8,4.8,30,Milestone S.r.l,E
The King of Fighters 02/03,XB,2005,Fighting,SNK Playmore,0.02,0.01,0,0,0.03,76,23,tbd,,SNK,T
ESPN Winter X Games: Snowboarding 2002,XB,2002,Sports,Konami Digital Entertainment,0.02,0.01,0,0,0.03,71,8,tbd,,Konami,T
Guild Wars,PC,2005,Role-Playing,NCSoft,0.02,0,0,0,0.03,89,53,8.4,455,ArenaNet,T
Harukanaru Toki no Naka de 6,PSV,2015,Action,Tecmo Koei,0,0,0.03,0,0.03,,,,,,
Tsuku Monogatari,PSP,2011,Adventure,FuRyu,0,0,0.03,0,0.03,,,,,,
Safari Adventures: Africa,DS,2008,Adventure,Neko Entertainment,0.03,0,0,0,0.03,,,tbd,,Conspiracy Entertainment,E
Vitamin Z,PS2,2009,Adventure,D3Publisher,0,0,0.03,0,0.03,,,,,,
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PSP,2011,Adventure,Alchemist,0,0,0.03,0,0.03,,,,,,
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PSP,2010,Adventure,Yeti,0,0,0.03,0,0.03,,,,,,
Harukanaru Toki no Naka de 5: Kazahanaki,PSP,2012,Role-Playing,Ackkstudios,0,0,0.03,0,0.03,,,,,,
The Island of Dr. Frankenstein,Wii,2009,Adventure,Storm City Games,0.03,0,0,0,0.03,26,6,tbd,,Storm City Games,E
Tom and Jerry in War of the Whiskers,XB,N/A,Fighting,Unknown,0.02,0.01,0,0,0.03,,,,,,
Nobunaga no Yabou DS 2,DS,2008,Strategy,Tecmo Koei,0,0,0.03,0,0.03,,,,,,
Battle vs. Chess,PC,N/A,Misc,TopWare Interactive,0,0.02,0,0,0.03,69,5,5.9,12,Targem Games,T
The IdolM@ster: Gravure For You! Vol. 6,PS3,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,
Metal Saga: Hagane no Kisetsu,DS,2006,Role-Playing,Success,0,0,0.03,0,0.03,,,,,,
SingStar Fussballhits,PS3,2010,Misc,Sony Computer Entertainment,0,0.02,0,0.01,0.03,,,,,,
Animaniacs: The Great Edgar Hunt,GC,2005,Platform,Ignition Entertainment,0.02,0.01,0,0,0.03,65,14,tbd,,Warthog,E
Star Trek: The Game,PC,2013,Action,Namco Bandai Games,0,0.02,0,0,0.03,,,,,,
Dream Club Zero Portable,PSV,2011,Simulation,D3Publisher,0,0,0.03,0,0.03,,,,,,
Samurai Warriors 2,PS3,2013,Action,Tecmo Koei,0,0,0.03,0,0.03,,,,,,
Mystery Trackers: The Void,PC,2011,Puzzle,Focus Home Interactive,0,0.02,0,0,0.03,,,tbd,,Big Fish Games,
NASCAR Heat Evolution,XOne,2016,Racing,Dusenberry Martin Racing,0.02,0,0,0,0.03,,,,,,
Terraria,WiiU,2016,Action,505 Games,0,0.02,0,0,0.03,,,,,,
The Croods: Prehistoric Party!,WiiU,2013,Misc,D3Publisher,0.01,0.01,0,0,0.03,,,,,,
Harley-Davidson: Road Trip,Wii,2010,Racing,Destineer,0.03,0,0,0,0.03,,,,,,
Betty Boop's Double Shift,DS,2007,Puzzle,Zoo Digital Publishing,0.03,0,0,0,0.03,,,,,,
Biohazard: Revival Selection,X360,2011,Action,Capcom,0,0,0.03,0,0.03,,,,,,
Labyrinth Cross Blood: Infinity,PSV,2013,Role-Playing,CyberFront,0,0,0.03,0,0.03,,,,,,
Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,Activision,0.02,0,0,0,0.03,,,,,,
Battle vs. Chess,X360,2011,Misc,TopWare Interactive,0,0.02,0,0,0.03,,,,,,
Super Duper Sumos,GBA,N/A,Action,Unknown,0.02,0.01,0,0,0.03,,,,,,
CID The Dummy,PSP,2009,Platform,Oxygen Interactive,0.02,0,0,0,0.03,,,,,,
UK Truck Simulator,PC,2010,Simulation,N/A,0,0.03,0,0,0.03,,,,,,
MechAssault: Phantom War,DS,2006,Simulation,Majesco Entertainment,0.03,0,0,0,0.03,,,,,,
The Settlers II 10th Anniversary,PC,2006,Action,Ubisoft,0,0.02,0,0,0.03,,,,,,
Disney Sports Soccer,GBA,2002,Sports,Konami Digital Entertainment,0.02,0.01,0,0,0.03,,,,,,
The Last Guy,PS3,2009,Action,Sony Computer Entertainment,0,0,0.03,0,0.03,,,,,,
Akane Iro ni Somaru Saka Parallel,PS2,2008,Adventure,GN Software,0,0,0.03,0,0.03,,,,,,
101-in-1 Sports Party Megamix,Wii,2010,Sports,Nordcurrent,0.02,0,0,0,0.03,,,,,,
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,2011,Adventure,Alchemist,0,0,0.03,0,0.03,,,,,,
Monster Hunter Frontier Online: Forward 1,X360,2011,Role-Playing,Capcom,0,0,0.03,0,0.03,,,,,,
Handball 16,PS3,2015,Sports,Bigben Interactive,0,0.02,0,0,0.03,,,,,,
Timeshock! Pro Pinball,PS,1998,Misc,Empire Interactive,0.02,0.01,0,0,0.03,,,,,,
D1 Professional Drift Grand Prix Series,PS2,2005,Racing,Yuke's,0.01,0.01,0,0,0.03,,,,,,
Max Payne,GBA,2003,Shooter,Take-Two Interactive,0.02,0.01,0,0,0.03,,,,,,
Little Bears,DS,2009,Simulation,RTL,0.03,0,0,0,0.03,,,,,,
Starry ? Sky: In Winter,PSP,2011,Misc,Asgard,0,0,0.03,0,0.03,,,,,,
Botanicula,PC,2012,Adventure,Daedalic Entertainment,0,0.02,0,0,0.03,,,,,,
Atelier Firis: The Alchemist of the Mysterious Journey,PS4,2016,Role-Playing,Tecmo Koei,0,0,0.03,0,0.03,,,,,,
Rush Hour,PS,1997,Misc,Psygnosis,0.02,0.01,0,0,0.03,,,,,,
SingStar Chartbreaker,PS3,2009,Misc,Sony Computer Entertainment,0,0.02,0,0.01,0.03,,,,,,
Pro Cast Sports Fishing,XB,2003,Sports,Capcom,0.02,0.01,0,0,0.03,,,,,,
Gintama: Banji Oku Chuubu!,Wii,2007,Action,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,
Pro Evolution Soccer 2012,3DS,2011,Action,Konami Digital Entertainment,0.02,0,0,0,0.03,,,,,,
Saka Agari Hurricane Portable,PSP,2011,Adventure,Alchemist,0,0,0.03,0,0.03,,,,,,
Negima!? Dream Tactic Yumemiru Otome Princess,PS2,2007,Strategy,Konami Digital Entertainment,0,0,0.03,0,0.03,,,,,,
Rugby League Live,X360,2010,Sports,Home Entertainment Suppliers,0,0.02,0,0,0.03,,,,,,
Dakar 2: The World's Ultimate Rally,GC,2003,Racing,Acclaim Entertainment,0.02,0.01,0,0,0.03,,,,,,
NBA 2K7,XB,2006,Sports,Take-Two Interactive,0.02,0.01,0,0,0.03,,,,,,
Auto Modellista,GC,2003,Racing,Capcom,0.02,0.01,0,0,0.03,62,7,tbd,,Capcom,E
The Voice,PS3,2014,Action,Activision,0.02,0,0,0.01,0.03,,,tbd,,Activision,
Cossacks: European Wars,PC,2001,Strategy,Strategy First,0,0.02,0,0,0.03,74,16,8.6,60,GSC Game World,T
"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,2011,Misc,Idea Factory,0,0,0.03,0,0.03,,,,,,
Dave Mirra Freestyle BMX 3,GBA,2002,Sports,Acclaim Entertainment,0.02,0.01,0,0,0.03,78,15,tbd,,Full-Fat,E
1000 Cooking Recipes from ELLE à table,DS,2010,Misc,Nintendo,0,0.02,0,0,0.03,,,,,,
